gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Category,TotalPaid,has_streaming,has_protection
1,0,1,0,0.986111111111111,1,1,0,1,1,0,1,1,0,2,0,1,0.5497512437810945,0.6160800830833141,0,2,0.6103508771929825,1,1
0,0,0,0,0.4861111111111111,1,1,1,0,0,1,0,1,1,0,1,2,0.8159203980099502,0.4048926840526194,1,2,0.41038011695906434,1,1
0,0,0,0,0.15277777777777776,0,0,0,0,1,1,1,0,0,1,1,1,0.22039800995024872,0.046595891991691674,0,1,0.0519766081871345,0,1
0,0,1,1,0.8333333333333333,1,0,2,0,0,0,0,0,0,2,1,1,0.009950248756218888,0.1251384721901685,0,0,0.13508771929824562,0,0
1,1,0,0,0.6527777777777778,1,1,0,0,1,0,1,0,0,2,0,0,0.4114427860696518,0.31562427879067617,0,1,0.3276257309941521,0,1
0,0,0,0,0.15277777777777776,1,0,0,0,0,1,1,0,1,1,0,1,0.464179104477612,0.07828871451650128,0,1,0.08349707602339183,1,1
1,0,1,0,0.7777777777777777,1,1,1,0,1,0,0,1,1,1,0,1,0.8164179104477611,0.6457015924301869,1,2,0.6569356725146199,1,1
0,1,1,0,0.38888888888888884,1,1,1,0,1,1,1,1,1,0,1,2,0.9213930348258706,0.36759750750057696,0,2,0.3630175438596491,1,1
1,0,1,0,0.8472222222222222,1,0,0,1,1,0,1,1,1,2,1,3,0.6248756218905472,0.5456785137318255,0,2,0.5782514619883041,1,1
1,0,1,1,0.4305555555555555,1,1,1,1,0,1,0,1,0,1,0,0,0.7940298507462686,0.35348488345257323,0,2,0.35550292397660815,1,1
1,0,0,0,0.125,1,0,1,0,0,0,0,0,0,0,1,2,0.5199004975124378,0.06682437110546965,0,2,0.07421052631578948,0,0
1,1,1,0,0.4861111111111111,1,1,1,1,1,0,0,0,1,0,1,2,0.7592039800995024,0.38617585968151397,0,2,0.38704678362573103,1,1
1,0,0,0,0.027777777777777776,1,0,2,0,0,0,0,0,0,0,1,3,0.013930348258706454,0.002307869836141241,0,0,0.004596491228070175,0,0
0,0,1,1,0.16666666666666666,1,0,2,0,0,0,0,0,0,0,0,3,0.007462686567164173,0.024780752365566584,1,0,0.02666666666666667,0,0
0,0,0,0,0.013888888888888888,1,0,1,1,0,0,0,0,0,0,0,3,0.5676616915422885,0.006519732287099007,1,2,0.008807017543859649,0,1
0,1,0,0,0.05555555555555555,1,1,1,0,0,1,0,1,0,0,1,2,0.7059701492537314,0.03777982921763213,1,2,0.041730994152046785,1,1
0,0,1,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,3,0.007462686567164173,2.3078698361412263e-05,0,0,0.0022222222222222222,0,0
0,0,0,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,1,3,0.01741293532338306,0.004950380798522964,0,0,0.007017543859649123,0,0
0,1,0,0,0.013888888888888888,1,1,1,0,0,0,0,1,0,0,1,2,0.6711442786069651,0.0077198246018924535,1,2,0.010023391812865498,1,0
1,0,0,0,0.7222222222222222,1,0,0,1,1,0,0,1,0,2,1,1,0.4477611940298507,0.3835275790445419,0,1,0.38467836257309945,1,1
1,0,1,1,0.06944444444444445,1,0,2,0,0,0,0,0,0,1,0,3,0.01840796019900498,0.007650588506808216,0,0,0.011754385964912281,0,0
1,0,1,0,1.0,1,1,1,1,1,1,0,0,1,2,1,2,0.8049751243781095,0.8542926378952228,0,2,0.8349473684210527,1,1
1,0,1,1,0.986111111111111,1,1,0,1,1,1,1,1,1,2,0,2,0.7179104477611941,0.7672801753981076,0,2,0.7506900584795323,1,1
1,0,1,0,1.0,1,1,1,1,0,1,1,1,1,2,1,1,0.9318407960199006,0.9291772444034156,0,2,0.9423157894736842,1,1
1,0,1,1,0.6388888888888888,1,1,2,0,0,0,0,0,0,1,0,2,0.06616915422885569,0.13339487652896376,0,0,0.13396491228070173,0,0
1,0,1,1,0.875,1,1,0,1,1,1,0,1,1,2,0,1,0.6492537313432836,0.6249942303254097,0,2,0.6152631578947368,1,1
1,0,0,0,0.41666666666666663,1,0,1,1,1,1,0,0,0,0,1,1,0.6572139303482587,0.2792291714747288,0,2,0.29578947368421055,0,1
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,3,0.2721393034825871,0.003092545580429264,0,1,0.005333333333333334,0,0
0,0,0,0,0.16666666666666666,1,1,0,1,0,1,1,0,0,0,1,3,0.43184079601990044,0.0801927071313178,1,1,0.08652631578947369,0,1
1,0,0,0,0.2222222222222222,0,0,0,1,1,1,1,1,0,2,0,3,0.3641791044776119,0.10354834987306716,0,1,0.10264327485380118,1,1
1,0,0,0,0.05555555555555555,1,1,0,0,0,0,1,0,1,0,0,3,0.47064676616915413,0.025201938610662358,0,1,0.030666666666666665,1,1
1,0,1,0,0.7083333333333333,1,1,1,0,1,0,0,0,1,1,1,1,0.717412935323383,0.5303196399723056,0,2,0.5389298245614035,1,1
1,0,1,0,0.9027777777777777,1,0,2,0,0,0,0,0,0,2,1,1,0.021393034825870627,0.1610489268405262,0,0,0.1550877192982456,0,0
1,0,0,0,0.2222222222222222,1,0,1,0,0,0,1,0,0,0,1,1,0.5601990049751243,0.1328986845141934,0,2,0.13950877192982455,0,1
1,0,0,0,0.027777777777777776,1,0,2,0,0,0,0,0,0,1,0,3,0.01691542288557213,0.003334871913224094,0,0,0.004666666666666667,0,0
0,0,1,1,0.9166666666666666,1,1,1,0,0,0,0,0,0,1,1,0,0.5572139303482587,0.5585564274174937,0,2,0.5731578947368421,0,0
1,0,0,0,0.6388888888888888,1,1,1,0,1,1,1,1,1,2,0,2,0.899502487562189,0.563627971382414,0,2,0.5845497076023393,1,1
0,0,0,0,0.4444444444444444,1,1,1,1,0,1,1,1,1,1,1,0,0.908457711442786,0.4141703207939072,0,2,0.41001169590643277,1,1
1,0,1,0,1.0,1,1,0,1,0,1,1,1,1,2,0,1,0.6805970149253732,0.7010673897992153,0,2,0.7296842105263158,1,1
1,0,1,1,0.5277777777777778,1,0,0,1,0,1,1,1,1,2,0,1,0.6243781094527363,0.353807985229633,0,2,0.36000000000000004,1,1
1,0,0,1,0.7083333333333333,1,0,0,0,0,0,1,0,0,1,0,1,0.2945273631840796,0.2697842141703208,0,1,0.28542105263157896,0,1
1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,2,0,0,0.9582089552238805,0.9562947149780752,0,2,0.9646315789473685,1,1
0,1,1,0,0.9027777777777777,1,1,1,1,0,1,0,1,1,0,0,0,0.8656716417910447,0.7809369951534733,1,2,0.8001461988304094,1,1
1,0,1,1,0.125,0,0,0,0,1,0,0,0,0,0,1,2,0.11641791044776117,0.026557812139395336,1,0,0.03152631578947369,0,1
0,0,1,1,0.125,1,0,0,1,1,1,1,0,0,0,0,3,0.46517412935323377,0.07434225709669974,1,1,0.06842105263157895,0,1
1,0,0,1,0.9166666666666666,1,0,2,0,0,0,0,0,0,2,0,3,0.02288557213930348,0.15443111008539118,0,0,0.15863157894736843,0,0
0,1,0,0,0.611111111111111,1,1,1,1,1,1,0,1,1,1,1,1,0.9109452736318407,0.5586833602584814,0,2,0.5650526315789474,1,1
1,0,0,0,0.6944444444444444,1,1,0,0,0,1,1,0,1,2,0,0,0.5099502487562189,0.3922686360489268,0,1,0.4064327485380117,1,1
0,0,0,0,0.20833333333333331,1,1,0,0,0,0,0,0,0,0,0,3,0.3044776119402985,0.07069005308100623,0,1,0.08570175438596492,0,0
1,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,1,1,0.06965174129353235,0.0193284098776829,0,0,0.023625730994152046,0,0
0,1,0,0,0.9166666666666666,1,1,1,0,0,1,1,1,1,1,1,1,0.8417910447761193,0.8029021463189476,0,2,0.7939298245614035,1,1
0,0,0,0,0.7916666666666666,1,1,1,1,1,0,1,0,0,0,1,0,0.68955223880597,0.5615105008077544,0,2,0.5836666666666667,0,1
0,0,0,0,0.09722222222222221,1,1,1,0,1,0,0,0,0,0,1,0,0.6,0.05817562889453036,0,2,0.06430994152046784,0,1
1,1,1,1,0.1388888888888889,0,0,0,0,0,0,0,0,1,0,1,0,0.16218905472636813,0.03967228248326795,0,1,0.0404093567251462,1,0
0,0,0,0,0.861111111111111,1,1,1,1,1,1,0,0,0,1,1,2,0.7343283582089551,0.6620124624971152,0,2,0.6674970760233918,0,1
1,0,1,1,0.5555555555555556,1,0,1,0,0,1,0,1,0,1,1,2,0.6646766169154228,0.38505077313639513,0,2,0.3978947368421053,1,1
0,0,0,0,0.2777777777777778,1,0,2,0,0,0,0,0,0,2,0,3,0.014427860696517386,0.04478998384491115,0,0,0.046081871345029245,0,0
0,0,0,0,0.09722222222222221,1,0,2,0,0,0,0,0,0,0,0,0,0.01741293532338306,0.013708746826678973,1,0,0.016374269005847954,0,0
0,0,1,0,0.3472222222222222,1,0,1,0,0,0,1,1,1,0,1,2,0.7651741293532338,0.2742787906762058,0,2,0.27821637426900586,1,1
1,0,1,0,0.3194444444444444,1,1,1,0,1,1,0,0,0,0,0,2,0.6567164179104478,0.22493653357950613,0,2,0.2266374269005848,0,1
0,1,1,0,0.9166666666666666,1,1,1,0,1,1,0,1,1,1,0,1,0.8592039800995025,0.7847507500576968,0,2,0.8074385964912281,1,1
0,1,0,0,1.0,1,1,1,0,1,1,1,1,1,2,0,2,0.9293532338308458,0.9144530348488346,0,2,0.9402105263157895,1,1
1,1,1,0,0.6805555555555555,1,1,1,0,1,0,0,0,1,0,0,1,0.7144278606965173,0.5225536579736902,1,2,0.5160760233918129,1,1
1,1,1,1,0.5972222222222222,1,1,1,0,1,1,1,1,1,0,1,0,0.9203980099502488,0.5387837525963535,1,2,0.5569883040935673,1,1
0,0,1,0,0.6388888888888888,1,1,0,1,0,0,0,0,0,0,0,0,0.3656716417910447,0.2833083314101084,0,1,0.295906432748538,0,1
1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,2,0,1,0.7124378109452736,0.7551465497345949,0,2,0.7566315789473684,1,1
1,0,0,0,0.1388888888888889,1,0,2,0,0,0,0,0,0,1,0,3,0.020895522388059695,0.018174474959612278,0,0,0.023801169590643274,0,0
0,0,0,0,0.5555555555555556,0,0,0,1,0,0,1,1,1,1,1,0,0.3611940298507462,0.2558735287329794,0,1,0.2552046783625731,1,1
0,0,1,1,0.9027777777777777,1,1,1,0,1,1,0,1,1,0,1,2,0.8681592039800995,0.8039291483960305,1,2,0.802046783625731,1,1
1,0,0,0,0.4305555555555555,1,0,1,0,0,1,1,1,1,2,0,0,0.8079601990049752,0.3566928225248096,0,2,0.3605789473684211,1,1
0,0,1,0,0.9444444444444444,1,1,0,1,1,1,1,0,0,2,0,1,0.5238805970149254,0.5645684283406416,0,2,0.5638830409356727,0,1
1,1,1,1,0.7777777777777777,1,1,1,1,0,1,0,1,1,1,1,0,0.8587064676616915,0.6664954996538195,1,2,0.6847719298245615,1,1
1,0,1,0,0.1388888888888889,1,1,1,0,0,0,0,0,1,0,1,2,0.6666666666666666,0.09652665589660743,1,2,0.09970760233918129,1,0
1,0,1,1,0.9444444444444444,1,1,2,0,0,0,0,0,0,2,0,0,0.07114427860696515,0.18479113777982922,0,0,0.20201169590643273,0,0
0,0,1,1,0.5972222222222222,1,0,0,0,0,0,0,1,0,0,0,2,0.3771144278606965,0.2862335564274175,1,1,0.2823918128654971,1,0
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,1,0,1,2,0.7094527363184079,0.008164089545349643,1,2,0.010473684210526316,1,0
0,1,0,0,0.6805555555555555,1,0,1,0,1,1,0,0,1,1,1,0,0.7124378109452736,0.4925455804292638,0,2,0.5149298245614035,1,1
0,0,1,1,0.20833333333333331,1,1,2,0,0,0,0,0,0,0,1,2,0.06965174129353235,0.043393722594045704,0,0,0.04429824561403509,0,0
1,1,1,0,0.2777777777777778,1,1,1,0,0,0,0,1,1,0,1,2,0.7592039800995024,0.21703784906531273,1,2,0.22116959064327485,1,0
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,3,0.27313432835820894,0.0031040849296099706,1,1,0.005345029239766082,0,0
1,0,1,1,0.6944444444444444,1,1,0,0,0,1,1,1,0,1,1,2,0.5114427860696518,0.39503231017770596,0,1,0.4073099415204679,1,1
0,1,0,0,0.027777777777777776,1,1,1,0,1,0,0,0,1,0,0,2,0.708955223880597,0.01646665128086776,1,2,0.020935672514619884,1,1
1,1,0,0,0.3333333333333333,1,0,1,0,0,0,0,0,0,0,0,1,0.5149253731343283,0.197761366258943,0,1,0.19649122807017544,0,0
0,0,0,0,0.041666666666666664,1,0,1,0,0,0,0,0,0,0,1,0,0.5104477611940298,0.023482575582737135,1,1,0.024403508771929823,0,0
0,0,0,0,0.013888888888888888,1,0,1,0,0,1,0,0,0,0,1,3,0.5606965174129352,0.006438956842834063,1,2,0.008725146198830408,0,1
1,0,1,1,0.4861111111111111,1,0,2,0,0,0,0,0,0,2,0,3,0.01840796019900498,0.07344795753519502,0,0,0.08228070175438597,0,0
0,0,0,0,0.2361111111111111,1,1,2,0,0,0,0,0,0,0,0,3,0.06517412935323383,0.05267135933533349,0,0,0.04930994152046784,0,0
0,1,0,0,0.1111111111111111,1,0,2,0,0,0,0,0,0,0,0,2,0.013930348258706454,0.016789753057927535,1,0,0.0183859649122807,0,0
1,0,0,0,0.1388888888888889,1,0,1,0,0,0,1,1,1,0,1,1,0.7646766169154228,0.09765751211631665,0,2,0.1112280701754386,1,1
1,0,1,1,0.9444444444444444,1,1,0,1,1,1,1,1,1,2,1,1,0.7024875621890546,0.7055042695591969,0,2,0.7066432748538011,1,1
1,0,1,0,0.625,1,0,0,1,1,1,0,1,1,1,0,0,0.6024875621890546,0.41295868912993305,0,2,0.4147368421052632,1,1
1,0,1,1,0.027777777777777776,1,0,2,0,0,0,0,0,0,1,0,3,0.015920398009950265,0.001973228709900761,1,0,0.00464327485380117,0,0
1,0,1,0,0.5138888888888888,1,0,2,0,0,0,0,0,0,0,0,0,0.020895522388059695,0.0783348719132241,0,0,0.08806432748538012,0,0
0,0,0,0,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,1,3,0.05970149253731341,0.008914147242095546,1,0,0.011345029239766082,0,0
0,0,0,0,0.1388888888888889,1,0,0,0,0,0,0,0,0,0,0,3,0.26865671641791045,0.04729979229171475,0,1,0.05292397660818714,0,0
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.01791044776119402,0.0001442418647588273,0,0,0.002345029239766082,0,0
1,0,1,1,0.9027777777777777,1,1,0,1,1,0,0,0,1,2,1,3,0.5104477611940298,0.5123874913454881,0,1,0.5287426900584795,1,1
0,0,1,1,0.7916666666666666,1,0,2,0,0,0,0,0,0,2,0,0,0.01243781094527363,0.1325640433879529,0,0,0.13,0,0
0,0,0,0,0.041666666666666664,1,0,1,0,0,1,0,0,0,0,1,3,0.5621890547263682,0.025305792753288713,0,2,0.026228070175438597,0,1
0,0,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,0,2,0.5114427860696518,0.014579967689822296,1,1,0.016292397660818716,0,0
1,0,0,0,0.6805555555555555,0,0,0,0,0,1,0,0,0,0,1,0,0.11890547263681589,0.16550888529886915,0,1,0.17307602339181286,0,1
0,0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,0,0,0,3,0.27263681592039796,0.019876528963766446,1,1,0.02135672514619883,0,0
0,0,1,0,0.9722222222222222,0,0,0,0,1,1,1,1,1,2,0,0,0.3935323383084577,0.4639395338102931,0,1,0.47321637426900587,1,1
0,0,1,1,0.736111111111111,1,0,2,0,0,0,0,0,0,1,1,0,0.015920398009950265,0.11777636741287793,0,0,0.12304678362573102,0,0
1,0,1,1,0.736111111111111,1,1,2,0,0,0,0,0,0,2,0,1,0.072636815920398,0.1520078467574429,0,0,0.15838011695906434,0,0
0,0,0,0,0.013888888888888888,1,1,1,0,0,0,0,0,0,0,1,3,0.5651741293532337,0.0064908839141472425,1,2,0.008777777777777778,0,0
1,0,0,0,0.3055555555555555,1,1,2,0,0,0,0,0,0,0,1,1,0.06567164179104479,0.054765751211631665,0,0,0.06394152046783627,0,0
1,1,0,0,0.7222222222222222,0,0,0,0,1,0,0,1,1,0,1,2,0.30746268656716413,0.2921878606046619,1,1,0.2989239766081871,1,1
1,1,0,0,0.9027777777777777,1,1,1,1,0,1,1,1,1,2,1,2,0.9164179104477611,0.8339891530117701,0,2,0.8389181286549708,1,1
0,0,0,0,0.6666666666666666,1,1,2,0,0,0,0,0,0,1,0,0,0.06268656716417911,0.13675859681513963,0,0,0.1378245614035088,0,0
0,0,0,0,0.027777777777777776,0,0,0,0,0,0,0,0,1,0,1,2,0.16368159203980104,0.005013847219016847,1,1,0.008116959064327486,1,0
1,0,0,0,0.041666666666666664,1,1,1,0,1,1,0,1,1,0,0,3,0.8925373134328359,0.034018001384721906,0,2,0.03787719298245614,1,1
1,0,1,0,0.625,1,1,1,0,1,0,0,0,0,0,0,0,0.6283582089552239,0.43353911839372256,0,2,0.42842105263157904,0,1
1,0,1,1,0.013888888888888888,1,0,1,0,0,0,0,0,1,0,0,2,0.6144278606965173,0.0070620816985922,1,2,0.00935672514619883,1,0
0,0,1,1,0.8472222222222222,1,0,0,0,0,1,1,1,1,2,1,0,0.5527363184079601,0.5304927302100162,0,2,0.5265263157894737,1,1
1,0,0,0,0.041666666666666664,1,0,0,1,0,0,1,1,0,0,1,1,0.4592039800995025,0.02040733902607893,0,1,0.022596491228070177,1,1
0,1,0,0,0.5555555555555556,1,1,1,0,0,1,1,1,1,1,1,1,0.8507462686567163,0.481144703438726,0,2,0.48538011695906436,1,1
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,0,3,0.5258706467661691,0.006035079621509347,0,2,0.00831578947368421,0,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,1,0,0,0,1,2,0.31492537313432833,0.0035887375951996307,0,1,0.0058362573099415204,0,1
1,0,0,0,0.7083333333333333,1,1,2,0,0,0,0,0,0,1,1,0,0.06318407960199005,0.14396492037849068,0,0,0.1467368421052632,0,0
1,1,0,0,0.027777777777777776,1,0,0,1,0,0,0,0,0,0,1,2,0.30845771144278605,0.008342949457650586,1,1,0.011520467836257311,0,1
1,0,0,0,0.7222222222222222,0,0,0,0,1,0,0,0,0,1,0,3,0.11791044776119403,0.18516039695361183,0,1,0.18306432748538012,0,1
1,0,0,0,0.7083333333333333,1,1,1,0,0,0,0,0,1,0,0,0,0.6482587064676617,0.476650126932841,0,2,0.4974736842105264,1,0
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,3,0.021890547263681587,0.00019039926148165225,0,0,0.002391812865497076,0,0
1,0,1,1,0.4305555555555555,1,1,0,1,1,0,1,0,1,1,1,0,0.5671641791044776,0.26837064389568427,0,2,0.27283625730994154,1,1
1,0,0,1,0.6527777777777778,1,0,2,0,0,0,0,0,0,1,0,1,0.02288557213930348,0.11472997922917148,0,0,0.11296491228070177,0,0
0,0,0,0,0.041666666666666664,1,1,1,0,0,0,0,0,0,0,1,1,0.5656716417910447,0.02906762058619894,1,2,0.026350877192982455,0,0
0,1,0,0,0.3055555555555555,1,0,2,0,0,0,0,0,0,1,1,3,0.01791044776119402,0.04594968843757213,0,0,0.051590643274853805,0,0
0,0,1,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,3,0.023880597014925342,0.00021347795984306452,0,0,0.002415204678362573,0,0
1,0,1,0,1.0,1,1,0,0,1,1,1,1,1,2,1,0,0.6656716417910448,0.7266789753057927,0,2,0.7170526315789474,1,1
1,0,1,1,0.041666666666666664,1,0,0,0,0,1,0,0,0,0,1,2,0.31741293532338305,0.017234018001384722,1,1,0.017596491228070176,0,1
1,1,1,1,0.6527777777777778,1,0,1,0,1,0,0,1,0,1,1,0,0.663681592039801,0.46148742210939303,0,2,0.46697660818713455,1,1
1,0,1,1,1.0,1,1,0,1,0,1,1,0,0,2,1,1,0.48009950248756217,0.5530579275328872,0,1,0.56,0,1
1,0,1,1,0.9166666666666666,1,1,0,0,0,1,0,1,0,2,1,0,0.44825870646766164,0.4812947149780752,0,1,0.4886315789473685,1,1
1,0,0,0,0.4861111111111111,1,1,1,0,0,0,0,1,0,0,0,2,0.645771144278607,0.3265231940918532,0,2,0.34038011695906434,1,0
1,0,0,0,0.40277777777777773,1,1,1,0,0,0,0,0,1,0,1,2,0.6631840796019901,0.2881837064389568,0,2,0.2879649122807018,1,0
0,0,0,0,0.027777777777777776,1,0,2,0,0,0,0,0,0,0,1,3,0.02288557213930348,0.0017078236787445187,0,0,0.004807017543859649,0,0
1,0,0,0,0.05555555555555555,1,0,0,0,1,0,0,0,0,0,0,3,0.30845771144278605,0.021884375721209322,0,1,0.023040935672514622,0,1
0,0,0,0,0.3472222222222222,1,0,1,1,1,0,0,0,0,0,1,0,0.6129353233830845,0.2303888760673898,1,2,0.23347953216374268,0,1
0,0,0,0,0.9027777777777777,1,0,0,1,1,0,1,0,0,2,1,3,0.4114427860696518,0.429379183014078,0,1,0.4530994152046784,0,1
1,1,0,0,0.375,1,1,1,0,1,0,1,1,1,1,1,0,0.8597014925373135,0.3398569120701592,0,2,0.33047368421052636,1,1
1,0,1,0,0.40277777777777773,1,0,1,0,0,1,0,0,0,0,1,1,0.5676616915422885,0.25901223171013155,0,2,0.2554035087719298,0,1
1,0,1,1,0.40277777777777773,1,1,0,0,1,1,0,1,1,0,0,1,0.6154228855721392,0.25305792753288714,0,2,0.27168421052631575,1,1
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.012935323383084563,8.654511885529664e-05,1,0,0.0022865497076023393,0,0
0,0,1,0,0.2777777777777778,1,0,1,0,0,1,1,0,0,0,1,3,0.6243781094527363,0.19211862450957767,0,2,0.18947368421052632,0,1
0,0,0,0,0.8055555555555555,1,1,2,0,0,0,0,0,0,2,1,1,0.06417910447761191,0.17311331640895455,0,0,0.16755555555555554,0,0
0,0,0,1,0.19444444444444442,1,1,1,1,0,0,1,0,0,0,1,3,0.6741293532338308,0.13215439649203786,0,2,0.1408187134502924,0,1
1,0,1,0,1.0,1,1,2,0,0,0,0,0,0,2,0,3,0.07114427860696515,0.19525732748672978,0,0,0.21389473684210528,0,0
1,0,0,0,0.6388888888888888,1,1,1,1,0,0,0,1,0,0,1,1,0.7054726368159204,0.4877394414954997,0,2,0.47963742690058486,1,1
0,0,1,0,0.986111111111111,0,0,0,0,1,1,1,1,1,2,0,0,0.3980099502487562,0.4762404800369259,0,1,0.4837134502923977,1,1
1,0,0,0,0.4444444444444444,1,1,1,0,0,0,0,0,1,0,1,0,0.6706467661691543,0.30527348257558273,0,2,0.320561403508772,1,0
0,0,0,0,0.3611111111111111,0,0,0,0,0,1,0,1,1,0,1,1,0.31940298507462683,0.14524578813754904,0,1,0.15311111111111114,1,1
1,1,1,0,0.9444444444444444,1,1,1,0,0,1,0,0,0,0,1,1,0.617910447761194,0.6427994461112394,0,2,0.6390409356725145,0,1
1,0,1,1,0.027777777777777776,1,0,2,0,0,0,0,0,0,1,0,3,0.019402985074626844,0.0018405261943226399,0,0,0.004725146198830409,0,0
1,0,1,1,0.8472222222222222,1,0,2,0,0,0,0,0,0,2,0,1,0.02288557213930348,0.14852873297945998,0,0,0.1466140350877193,0,0
0,0,1,1,0.05555555555555555,1,1,1,0,0,0,0,0,1,0,1,2,0.6736318407960199,0.04183014078006001,1,2,0.040210526315789474,1,0
1,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,1,2,0.26965174129353237,0.014158781444726518,1,1,0.015912280701754388,0,0
1,1,1,0,0.4583333333333333,1,1,1,0,0,0,0,1,1,0,1,2,0.7587064676616915,0.3561908608354489,1,2,0.3647368421052632,1,0
1,1,1,0,0.125,1,0,2,0,0,0,0,0,0,0,1,3,0.02985074626865672,0.021434341103161784,0,0,0.02236842105263158,0,0
0,0,0,0,0.3055555555555555,1,1,2,0,0,0,0,0,0,2,0,3,0.07960199004975121,0.06774751903992615,0,0,0.06754385964912281,0,0
0,0,1,1,0.06944444444444445,1,0,1,0,0,0,0,1,0,0,1,2,0.6228855721393034,0.03892222478652205,0,2,0.047280701754385965,1,0
0,1,0,0,0.41666666666666663,1,1,1,1,1,1,0,0,0,0,0,1,0.7308457711442786,0.3161031617816755,1,2,0.3217543859649123,0,1
1,0,0,0,0.9027777777777777,1,1,0,0,1,1,1,0,1,2,1,1,0.5567164179104478,0.552371336256635,0,2,0.564093567251462,1,1
0,0,0,0,0.625,1,1,1,0,0,1,1,0,0,0,1,2,0.6865671641791045,0.4526771290099238,1,2,0.4592105263157895,0,1
1,0,0,0,0.06944444444444445,1,0,2,0,0,0,0,0,0,0,0,3,0.020895522388059695,0.00853334871913224,0,0,0.011900584795321637,0,0
1,0,1,1,0.3472222222222222,1,0,1,0,1,0,0,0,0,0,1,2,0.5696517412935324,0.2171993999538426,0,2,0.22076023391812866,0,1
0,0,1,1,1.0,1,1,1,1,0,0,0,0,0,2,0,0,0.6049751243781094,0.6591160858527579,0,2,0.6656842105263158,0,1
0,0,1,0,0.375,1,1,1,0,0,1,0,0,1,0,0,0,0.7154228855721393,0.2774751903992615,0,2,0.2846842105263158,1,1
1,0,1,1,0.4444444444444444,0,0,0,0,0,1,0,1,1,0,0,1,0.3218905472636816,0.18862797138241405,0,1,0.18938011695906434,1,1
0,0,0,0,0.41666666666666663,1,1,1,0,1,1,1,1,1,1,0,1,0.9174129353233832,0.38175051927071313,0,2,0.3875438596491228,1,1
1,0,1,0,0.9722222222222222,1,0,1,1,1,1,1,0,1,2,0,1,0.8233830845771145,0.8154511885529656,0,2,0.8269005847953217,1,1
1,1,0,0,0.5833333333333333,1,1,1,0,1,0,0,0,0,0,1,0,0.607960199004975,0.3837179783060235,0,2,0.3897894736842105,0,1
0,1,1,0,1.0,1,1,0,1,1,1,1,1,1,2,1,0,0.7124378109452736,0.7706612047080545,0,2,0.7566315789473684,1,1
0,0,0,0,0.6527777777777778,1,1,0,1,0,1,1,0,0,2,1,3,0.46517412935323377,0.3301523194091853,0,1,0.35730994152046786,0,1
0,0,0,0,0.027777777777777776,1,0,1,1,0,1,0,0,0,0,1,2,0.618905472636816,0.013651050080775443,0,2,0.018818713450292398,0,1
1,0,0,0,0.1388888888888889,1,1,1,1,0,0,0,1,1,0,0,2,0.7990049751243781,0.11421070851603969,1,2,0.11526315789473685,1,1
0,0,1,1,0.8472222222222222,1,1,2,0,0,0,0,0,0,2,1,3,0.05820895522388059,0.17687514424186476,0,0,0.17194152046783628,0,0
0,0,0,0,0.06944444444444445,1,0,0,0,0,0,0,0,0,0,1,1,0.2567164179104477,0.021157396722824833,0,1,0.025760233918128657,0,0
0,1,1,0,1.0,1,1,1,0,1,1,1,1,1,2,1,1,0.9208955223880596,0.9073909531502423,0,2,0.9330526315789474,1,1
1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,2,1,0,0.9621890547263682,0.9436418186014308,0,2,0.968,1,1
0,1,0,0,0.041666666666666664,1,0,1,0,0,1,0,0,0,0,0,3,0.5651741293532337,0.02124394184168013,0,2,0.02633333333333333,0,1
1,0,1,0,0.6666666666666666,1,0,2,0,0,0,0,0,0,2,0,3,0.009950248756218888,0.09650357719824602,0,0,0.1080701754385965,0,0
0,0,0,0,0.875,1,0,1,0,0,1,1,1,0,1,1,1,0.7144278606965173,0.6690745441957073,0,2,0.6635263157894736,1,1
0,0,0,0,0.375,1,0,0,1,1,0,0,0,0,0,1,3,0.38258706467661696,0.18857027463651052,0,1,0.17905263157894738,0,1
